id,gloss
W01579,héo
W01678,hót
W01562,hạt
D0484,internet
W01825,khói
W02027,Long An
W02076,lửa
W02195,mây
W02220,mõm
W02162,măng
W02303,nấm
W02721,quả
W02875,rơm
W03024,suối
W03046,sừng
W03141,thác
W03398,Tiền Giang
W01207,Điện Biên Phủ
W01323,đuôi
W01166,đèo
W01135,đất
W00687,chụp ảnh
D0095,cắm trại
W00880,cờ ca rô
W00881,cờ tướng
W00882,cờ vua
W00960,dàn nhạc
W01407,ghép hình
W01469,giầy thể thao
W01486,giọng ca
W01560,hát ru
W01599,hình
D0070,hú vía
W01829,khổ thơ
W01036,kịch câm
W01987,lên ngôi
W01991,lều trại
W02104,ma
W02145,máy ảnh
W02277,múa lân
W02273,múa rối
W02278,múa sạp
W02352,ngây thơ
W02463,nhào lộn
W02466,nhảy dù
W02467,nhảy múa
W02855,reo hò
W02929,săn bắn
W03136,tha mồi
W03139,thả diều
W03283,thổi kèn
W03599,trò chơi
W03698,tuổi thơ
W03297,tuổi thơ ấu
W03056,tác giả
W03058,tác phẩm
W03881,vở chèo
W01236,đoạn thơ
W01099,đàn bướm
W01100,đàn ghi ta
W01101,đàn kiến
W01103,đàn tơ-rưng
W01113,đánh trống
D0093,đạo diễn
W01249,đồ chơi
W00026,ao chuôm
W00081,bãi cát
W00082,bãi cỏ
W00228,bê tông
W00290,bò tót
W00213,bẫy chim
W00210,bật lửa
W00346,bờ ruộng
W01827,bụi tre
W00358,bụi đời
W00604,chim chích chòe
W00605,chim chóc
W00608,chim gõ kiến
W00610,chim sâu
W00612,chim sơn ca
W00611,chim sẻ
W00679,chuỗi hạt
D0229,chó cắn
W00623,chó sói
W00624,chó xù
D0386,cua đồng
W00926,cuống lá
W00426,cày
W00427,cày ruộng
D0473,cây cọ
W00460,cây cối
W00464,cây gỗ
W00465,cây khế
D0435,cây nến
W00471,cây sả
W02096,cây thông
W00476,cây tre
W00477,cây trồng
W00478,cây xanh
W00932,cưa
W00941,cưỡi ngựa
W00479,cấy
W00724,cỏ may
W00834,cối xay gió
W00976,dãy núi
W01058,dòng sông
W01028,dệt
W01489,giông bão
W01390,gặm cỏ
W01537,hạn hán
W01563,hạt cườm
W01567,hạt lúa
W01566,hạt lạc
W01534,hải đảo
W01573,hậu quả
W01788,khe núi
W01849,khu rừng
W01828,khô héo
W01913,lá thư
W02060,lúa
W02059,lũ quét
W02073,lũy tre
W02083,lưới
D0431,lốc xoáy
W02042,lồng chim
W02067,lục địa
W02146,máy bơm
W02149,máy khâu
W02152,máy tính bỏ túi
D0318,máy xúc
D0399,mía
W02282,mưa phùn
W02125,mạng lưới
W02180,mầm cây
W02189,mật ong
W02324,ngà voi
W02346,ngâm hạt
W02350,ngập lụt
W02551,núi lửa
D0194,núi thấp
W02548,nốt ruồi
W02739,quả gấc
W02740,quả hồng
W02744,quả lê
W02745,quả mít
W02746,quả mướp
W02747,quả na
W02749,quả nho
W02759,quả vải
W02760,quả xoài
W02734,quả đất
W02750,quả ổi
W01297,rơm rớm
W02857,rễ chùm
W02856,rễ cây
W02858,rễ cọc
W02892,rừng núi
W02894,rừng thưa
D0191,sa mạc
W02903,san hô
W02906,san sẻ
W02916,sáng kiến
W02944,sâu bọ
W02967,sóng biển
W03005,sông Hồng
W03050,sương gió
W02934,sấm chớp
W02935,sấm sét
W03047,sừng bò
W03048,sừng trâu
W03256,thiên nhiên
W03193,tháp Rùa
W03386,tia chớp
W03387,tia nắng
D0385,tôm hùm
W03488,tổ chim
W03860,vòm lá
W03886,vũ trụ
W03917,vườn thú
W00942,yên ngựa
W01315,đua ngựa
D0076,đuôi chuột
W01094,đám mây
W01138,đất nặn
D0116,đất ruộng
W01140,đất trồng cây
W01225,đỉnh núi
W01299,động cơ
W02564,ốc vít
W00270,biểu thị
W00317,bổ ngữ
W00717,chức vụ
W00923,cuộc sống
W00922,cuộc đời
W00871,cơ sở
W00411,cạnh
D0101,cực khổ
W00963,danh bạ
W00964,danh dự
W00965,danh hiệu
W00967,danh mục
W00969,danh sách
W00995,dầu hoả
W00996,dầu khí
W00997,dầu mỏ
W01493,giới hạn
D0266,hên/gặp may
W01603,hình dáng
W01604,hình elip
W01617,hình tứ giác
W01618,hình vẽ
D0240,hùng vĩ
W01708,hợp lí
W01858,khuôn hình
D0096,khả năng
W01861,kì diệu
W01862,kì lạ
W02010,linh hồn
W01992,lí do
D0296,lý do
W02049,lợi ích
W02068,lục giác
W02106,ma quỷ
W02214,miêu tả
W02227,mô hình
W03355,mục đích
W02369,nghị lực
W02378,ngoại hình
W02404,nguồn gốc
W02546,nông thôn
W02298,năng lực
D0211,phiền hà
W02640,phép mầu
W02699,phù hợp
W02600,phản xạ
W02686,phổ biến
D0205,sụp đổ
W03031,sự thật
W03254,thiên đình
W03268,thiệt thòi
W03205,thân hình
W03365,thực hiện
W01215,điều kiện
W01093,đám ma
W01224,đỉnh
D0478,địa hình
W00252,bí ngô
W00674,chùm khế
W00677,chùm vải
W00480,cấy lúa
W00833,cối giã
W00907,củ su hào
W00909,củ sả
W01427,giàn mướp
W01396,gặt lúa
W01517,gốm sứ
W01826,khóm dứa
W02544,nông nghiệp
W03699,tuốt lúa
W01293,đồng lúa
D0299,2 < 5 (Toán học)
D0181,2 < 6 (Toán học)
D0180,5 > 3 (Toán học)
D0408,7up
W00265,biểu đồ
W00641,chu vi
W00534,chất hữu cơ
W00531,chất độc
D0407,Cocacola
W00412,cạnh bên (toán)
W00413,cạnh đáy
W01039,diện tích
W01310,dung tích
W01501,góc bẹt
W01502,góc bếp
W01503,góc học tập
W01595,hiệu (Toán học)
W01605,hình học
W01616,hình trụ
W02556,Oa-sinh-tơn
W00852,Paris
W03110,tập hợp (Toán học)
W03744,UNICEF
W04031,Y-Éc-Xanh
W00395,ca
W00669,chui
W00672,chum
W00683,chuông
W00545,chậu
W00729,còi
W00806,còng
W00900,cù
W00856,cống
W00826,cỗ
W00878,cờ
W00951,dai
W00973,dao
W01034,diêm
W01044,diều
W01054,dọc
W01060,dốc
W01389,gáy
D0173,hôi
W01758,khách
W01836,khố
W01890,kim
W01740,kéo
W01956,lặn
W02099,lựu
W02353,nghe
W02330,ngã
W02387,ngói
W02503,nhóm
W02549,nơ
W02304,nẻ
W02323,nến
W02521,nỏ
W02602,phao
W02780,quà
W02863,rìu
W02831,rạch
D0071,suỵt
W02900,sách
W02943,sâu
W03018,sơn
W03090,tay
W03232,thét
W03230,thẻ
W03233,thề
W03393,tiệc
W01313,tính
W03100,tăm
W03730,tưởng
W03734,tượng
W03786,văn
W03806,vật
W03855,vỏ
W03873,vồ
W03996,xoáy
W04000,xô
W03947,xăm
W04041,yếm
W02557,óc
W01095,đan
W01322,đuốc
W01201,đích
D0424,đôi/cặp
D0012,Albania (nước Albania)
W00011,anh chị em
W00015,anh hùng
W00020,anh vợ
W00360,Bun-ga-ri (nước Bun-ga-ri)
W00193,Băng-la-đét (nước Băng-la-đét)
W00654,chú ý
W00887,Cu ba (nước Cu ba)
W00829,Cô-lôm-bi-a (nước Cô-lôm-bi-a)
W01046,Dinh Độc Lập
W01482,gió Lào
W01518,gợi ý
W01726,I-rắc (nước I-rắc)
W01733,Italia (nước Italia)
W02098,lưu ý
D0316,Lượm
W02451,nhà thờ Đức Bà
W02582,Pa-ki-xtan (nước Pa-ki-xtan)
W02583,Pê-ru (nước Pê-ru)
W02800,quốc gia
W02802,quốc khánh
W03186,thánh địa Mỹ Sơn
W03536,tràn ngập (nước)
W03871,vô ý
W01360,Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a)
W04035,ý chí
W04039,ý thức
W04040,ý tưởng
W01288,Đông Timor (nước Đông Timor)
W01272,độc lập
D0008,Ả Rập (nước Ả Rập)
W00146,bao la
W00287,bít tất
W00300,bóc vỏ
W00378,búp bê
W00349,bơm (cái bơm)
D0241,bất khuất
W00205,bập bênh
D0069,bối rối
W00316,bổ ích
W00345,bờ rào
W00721,co dãn
D0220,cung tên
D0344,cánh buồm
D0127,căm thù
W00980,dặn dò
D0436,dịu dàng
W02097,dự trữ
W01419,giả sử
W01393,găng tay
W01401,gật gù
W01593,hiếu thảo
W04063,hoan hô
W01643,hoán vị
W01661,hòn đá
W01638,họa sỹ
W01671,học trò
W01670,học tập
W01796,khiêm tốn
W01823,khoẻ mạnh
W01761,khách vip
W01770,kháng cự
W01776,khắc phục
W01835,khổng lồ
W01883,kiên trì (giống: kiên nhẫn)
W01879,kiếm (cái kiếm)
W01867,kí hiệu
W01930,lang thang
W02006,liều lĩnh
W01932,làn sóng
W02071,lúng túng
W02046,lơ lửng
W02020,lọ mực
W02208,mi-li-mét (mm)
W02132,màu cam
W02138,màu nhiệm
W02205,mênh mông
D0204,mít tinh
D0427,mũm mĩm
W02131,mạnh mẽ
W02279,mục lục
D0459,nghênh nghênh (đầu)
W02371,nghĩa trang
W02355,nghẹn ngào
W02418,nguyện vọng
W02403,nguệch ngoạc
W01298,nhiệt độ
D0453,nhút nhát
W02296,nắn nót
W02535,nổi bật
D0222,nứt nẻ (ruộng)
W02585,pha chế
W02586,pha lê
D0475,phong toả
W02615,phân loại
D0227,phân vân
W02641,phép tính
W02685,phô tô
W02631,phấn đấu
W02635,phấp phới
W02816,quý hiếm
W02853,rèn sắt
W02927,say sưa
W02946,sâu thẳm
W03097,tay trái
W03154,tham khảo
D0331,thao thức
W03269,thiếu nhi
D0353,thuộc địa
W03160,thám tử
W03164,thán phục
W03354,thư giãn
W03248,thị lực
D0340,thịnh vượng
W03357,thứ tự
W03367,thực sự
W03369,thực vật
W03537,trang phục
W03519,trang trí
W03545,trao tặng
W03238,tri kỉ
W03646,trung ương
W03594,trình độ
W03576,trí khôn
W03578,trí thức
W03603,trói tay
W03666,trưng bày
W03676,trưởng nhóm
W03554,trầm trồ
D0291,trốn tìm
W03633,trục hoành
W03634,trục tung
W03635,trục xuất
W03702,tuyên ngôn
D0339,tuyên truyền
W03708,tuyệt vọng
W03683,tuân lệnh
W03700,tuỷ sống
W03077,tán thành
W03448,tình cờ
W03449,tình huống
W03383,tí hon
W03390,tích (số)
W03391,tích cực
W03461,tính nhẩm
W03473,tòa soạn
W03482,tóm tắt
W03491,tôn trọng
W03729,tương ứng
W03081,tạo dáng
W00559,tạo thành
W03111,tập hợp rỗng
W03117,tập trung
W03474,tỏa hương
W03495,tổ trưởng
W03502,tổng (số)
W03503,tổng hợp
W03682,tụ tập
W03568,tự (tự làm)
D0037,tự giác
W03740,ung dung
W03759,va chạm
W03761,va li
W03823,vi khuẩn
W03894,vun đắp
W03820,vênh váo
D0216,vòng nguyệt quế
W03853,vòng đeo tay
W03866,vô lí
W03868,vô tâm
D0039,vô tình
W03870,vô tư
W03856,võ thuật
W03864,võng (cái võng)
W03826,vĩ cầm
W03827,vĩ đại
W03924,vượt trội
W03812,vẫy tay
W03804,vận tốc
W03794,vắn tắt
W03829,vị ngữ
W03832,vị trí
W03876,vỗ tay
W03878,vội vã
W03995,xoá bỏ
W04014,xung đột
W03950,xăng-ti-mét-khối (cm<sup>3</sup>)
W04023,xứ Nghệ
D0115,xử lý
W04046,yên lòng
W04048,yên tâm
W01357,Ê Đê
W02569,ôn luyện
W01237,đoạn văn
W01080,đài sen
W01078,đá bóng
W01248,đô thị
D0324,đùm bọc
D0253,đại sứ
W01088,đại tướng
W01089,đại úy
W01114,đạn
W01092,đảm nhiệm
W01124,đặc điểm
W01175,đề-ca-mét (dam)
W01181,đề-xi-mét (dm)
W01182,đề-xi-mét khối (dm<sup>3</sup>)
W01281,đối xứng
W01280,đối xử
W01289,đồng bào
W01254,độc hại
W01260,đội trưởng
W03757,ưu điểm
W02577,ống nghe
W02578,ống nhòm
W02571,ổn định
W03752,ức chế
D0471,chùa Yên Tử
W01649,Hoàng tử
W01645,hoàng đế
W01715,Hùng Vương
D0479,Kim Đồng
W02925,Sapa
W02968,sóng thần
D0480,Thánh Gióng
W03210,thần chết
W03445,thần kì
W03223,thầy cúng
W03299,thờ cúng
W03103,tâm thần
W03492,tôn thờ
W03887,vua Hùng
W00062,Âu Cơ
W01186,Đền Hùng
W00302,bom đạn
W00187,bắn súng
W00588,chiến khu
W01042,diệt chủng
W01071,duyệt binh
W02100,lựu đạn
D0219,mũi tên
W02530,nổ mìn
W02531,nổ súng
W00183,Bắc Kạn
W00244,Bến Tre
D0285,Cố đô Huế
W01723,Hưng Yên
W01908,Kon Tum
W01940,Lạng Sơn
W02285,Nam Định
W02702,Phú Thọ
D0016,Quy Nhơn
